star_age,star_mass,star_mdot,log_Teff,log_R,log_surf_z,surface_h1,surface_he3,log_center_T,log_center_Rho,phase,x
7.04615948e+03,3.59999975e-01,-2.93469045e-12,3.56110275,7.38298971e-01,-1.84509847,7.15399992e-01,4.48623594e-05,5.73932037,-1.62892920,-1,-1.0
7.42073339e+03,3.59999974e-01,-2.88854771e-12,3.56114619,7.35946702e-01,-1.84509847,7.15399992e-01,4.48623602e-05,5.74150130,-1.62241955,-1,-0.9999979524491897
7.81468540e+03,3.59999973e-01,-2.84149850e-12,3.56119222,7.33511828e-01,-1.84509847,7.15399992e-01,4.48623612e-05,5.74375938,-1.61567909,-1,-0.9999957989709686
8.22920297e+03,3.59999972e-01,-2.79361822e-12,3.56123558,7.30991898e-01,-1.84509847,7.15399992e-01,4.48623623e-05,5.74609719,-1.60870094,-1,-0.9999935330742692
8.66550308e+03,3.59999970e-01,-2.74479869e-12,3.56127760,7.28385077e-01,-1.84509847,7.15399992e-01,4.48623635e-05,5.74851638,-1.60147923,-1,-0.9999911481066567
9.12498671e+03,3.59999969e-01,-2.69506622e-12,3.56132104,7.25689004e-01,-1.84509847,7.15399992e-01,4.48623650e-05,5.75101890,-1.59400809,-1,-0.9999886364098891
9.60952333e+03,3.59999968e-01,-2.64470480e-12,3.56136419,7.22900263e-01,-1.84509847,7.15399992e-01,4.48623667e-05,5.75360828,-1.58627657,-1,-0.9999859877647954
1.01193275e+04,3.59999967e-01,-2.59373574e-12,3.56140686,7.20021610e-01,-1.84509847,7.15399992e-01,4.48623687e-05,5.75628215,-1.57829302,-1,-0.9999832009985163
1.06554035e+04,3.59999965e-01,-2.54207698e-12,3.56144907,7.17052969e-01,-1.84509847,7.15399992e-01,4.48623711e-05,5.75904047,-1.57005609,-1,-0.9999802706213092
1.12192104e+04,3.59999964e-01,-2.48982765e-12,3.56149056,7.13993085e-01,-1.84509847,7.15399992e-01,4.48623739e-05,5.76188456,-1.56156222,-1,-0.9999771886573919
1.18120467e+04,3.59999962e-01,-2.43706830e-12,3.56153229,7.10841180e-01,-1.84509847,7.15399992e-01,4.48623772e-05,5.76481551,-1.55280777,-1,-0.9999739480087132
1.24382263e+04,3.59999961e-01,-2.38383651e-12,3.56157368,7.07588994e-01,-1.84509847,7.15399992e-01,4.48623811e-05,5.76784092,-1.54377116,-1,-0.9999705250940008
1.30963699e+04,3.59999959e-01,-2.33022418e-12,3.56161352,7.04244704e-01,-1.84509847,7.15399992e-01,4.48623858e-05,5.77095312,-1.53447368,-1,-0.9999669274529864
1.37873266e+04,3.59999958e-01,-2.27632362e-12,3.56165097,7.00809899e-01,-1.84509847,7.15399992e-01,4.48623913e-05,5.77415065,-1.52492073,-1,-0.9999631504441951
1.45175447e+04,3.59999956e-01,-2.22196311e-12,3.56168495,6.97272458e-01,-1.84509847,7.15399992e-01,4.48623981e-05,5.77744555,-1.51507618,-1,-0.9999591588189845
1.52838138e+04,3.59999954e-01,-2.16760616e-12,3.56171650,6.93645001e-01,-1.84509847,7.15399992e-01,4.48624061e-05,5.78082542,-1.50497726,-1,-0.9999549701265134
1.60916760e+04,3.59999953e-01,-2.11305338e-12,3.56174634,6.89885263e-01,-1.84509847,7.15399992e-01,4.48624159e-05,5.78424606,-1.49464894,-1,-0.9999505540717425
1.69398074e+04,3.59999951e-01,-2.05769736e-12,3.56177570,6.86050463e-01,-1.84509847,7.15399992e-01,4.48624277e-05,5.78783210,-1.48394454,-1,-0.9999459178915681
1.78351974e+04,3.59999949e-01,-2.00333271e-12,3.56180818,6.82134750e-01,-1.84509847,7.15399992e-01,4.48624421e-05,5.79148475,-1.47302648,-1,-0.9999410233795074
1.87745807e+04,3.59999947e-01,-1.94915027e-12,3.56183041,6.78102239e-01,-1.84509847,7.15399992e-01,4.48624596e-05,5.79522999,-1.46181236,-1,-0.9999358883848218
1.97643490e+04,3.59999945e-01,-1.89439423e-12,3.56185355,6.73981930e-01,-1.84509847,7.15399992e-01,4.48624810e-05,5.79907559,-1.45031310,-1,-0.9999304779682641
2.08065586e+04,3.59999944e-01,-1.84045626e-12,3.56186996,6.69766594e-01,-1.84509847,7.15399992e-01,4.48625075e-05,5.80300936,-1.43854712,-1,-0.9999247808893856
2.19018303e+04,3.59999942e-01,-1.78679270e-12,3.56188068,6.65462957e-01,-1.84509847,7.15399992e-01,4.48625399e-05,5.80703004,-1.42652230,-1,-0.9999187937546785
2.30535498e+04,3.59999940e-01,-1.73360195e-12,3.56188699,6.61092117e-01,-1.84509847,7.15399992e-01,4.48625798e-05,5.81111632,-1.41430108,-1,-0.9999124980567332
2.42666866e+04,3.59999938e-01,-1.68108747e-12,3.56188626,6.56612224e-01,-1.84509847,7.15399992e-01,4.48626294e-05,5.81530477,-1.40177188,-1,-0.9999058666305403
2.55430844e+04,3.59999935e-01,-1.62870593e-12,3.56188224,6.52049542e-01,-1.84509847,7.15399992e-01,4.48626911e-05,5.81957439,-1.38899802,-1,-0.9998988893977966
2.68855579e+04,3.59999933e-01,-1.57675819e-12,3.56187663,6.47391660e-01,-1.84509847,7.15399992e-01,4.48627679e-05,5.82393465,-1.37595088,-1,-0.9998915509723765
2.82979121e+04,3.59999931e-01,-1.52594982e-12,3.56186530,6.42666976e-01,-1.84509847,7.15399992e-01,4.48628637e-05,5.82835996,-1.36270841,-1,-0.9998838305548311
2.97833586e+04,3.59999929e-01,-1.47595581e-12,3.56184231,6.37848473e-01,-1.84509847,7.15399992e-01,4.48629837e-05,5.83287501,-1.34919837,-1,-0.999875710589442
3.13459210e+04,3.59999927e-01,-1.42637686e-12,3.56181338,6.32950053e-01,-1.84509847,7.15399992e-01,4.48631342e-05,5.83746803,-1.33545376,-1,-0.9998671690818169
3.29897269e+04,3.59999924e-01,-1.37778342e-12,3.56178725,6.27973019e-01,-1.84509847,7.15399992e-01,4.48633237e-05,5.84213630,-1.32148381,-1,-0.9998581834690639
3.47185781e+04,3.59999922e-01,-1.33016825e-12,3.56174713,6.22924765e-01,-1.84509847,7.15399992e-01,4.48635625e-05,5.84687401,-1.30730554,-1,-0.9998487329692263
3.65367467e+04,3.59999920e-01,-1.28329440e-12,3.56169978,6.17804642e-01,-1.84509847,7.15399991e-01,4.48638641e-05,5.85168176,-1.29291354,-1,-0.999838794229525
3.84483611e+04,3.59999917e-01,-1.23740966e-12,3.56164025,6.12604235e-01,-1.84509847,7.15399991e-01,4.48642453e-05,5.85656721,-1.27828822,-1,-0.9998283446826949
4.04595095e+04,3.59999915e-01,-1.19236049e-12,3.56157524,6.07344094e-01,-1.84509847,7.15399991e-01,4.48647293e-05,5.86151177,-1.26348522,-1,-0.9998173510485246
4.25767268e+04,3.59999912e-01,-1.14848995e-12,3.56150357,6.02001429e-01,-1.84509847,7.15399991e-01,4.48653480e-05,5.86653657,-1.24843696,-1,-0.9998057776049861
4.48025583e+04,3.59999910e-01,-1.10573587e-12,3.56142760,5.96600599e-01,-1.84509847,7.15399991e-01,4.48661347e-05,5.87161901,-1.23321260,-1,-0.9997936104385873
4.71415793e+04,3.59999907e-01,-1.06377707e-12,3.56133199,5.91139324e-01,-1.84509847,7.15399990e-01,4.48671352e-05,5.87676079,-1.21780882,-1,-0.9997808245391526
4.96015374e+04,3.59999905e-01,-1.02301333e-12,3.56122743,5.85609170e-01,-1.84509847,7.15399990e-01,4.48684145e-05,5.88197054,-1.20219903,-1,-0.9997673775556155
5.21913705e+04,3.59999902e-01,-9.83228738e-13,3.56111575,5.80021021e-01,-1.84509847,7.15399989e-01,4.48700611e-05,5.88723813,-1.18641547,-1,-0.9997532206303169
5.49127451e+04,3.59999900e-01,-9.44587803e-13,3.56100019,5.74393356e-01,-1.84509847,7.15399989e-01,4.48721621e-05,5.89254568,-1.17051298,-1,-0.9997383446535901
5.77745667e+04,3.59999897e-01,-9.07091644e-13,3.56087915,5.68698606e-01,-1.84509847,7.15399988e-01,4.48748597e-05,5.89791898,-1.15441386,-1,-0.9997227009448858
6.07857992e+04,3.59999894e-01,-8.70845212e-13,3.56073849,5.62962042e-01,-1.84509847,7.15399987e-01,4.48783361e-05,5.90333422,-1.13818697,-1,-0.9997062405044198
6.39498161e+04,3.59999892e-01,-8.35530083e-13,3.56058331,5.57183904e-01,-1.84509847,7.15399985e-01,4.48827907e-05,5.90879158,-1.12183052,-1,-0.999688944891472
6.72791043e+04,3.59999889e-01,-8.01399925e-13,3.56041730,5.51360226e-01,-1.84509847,7.15399983e-01,4.48885435e-05,5.91429517,-1.10533338,-1,-0.9996707458483193
7.07791333e+04,3.59999886e-01,-7.68350537e-13,3.56024055,5.45500266e-01,-1.84509847,7.15399981e-01,4.48959459e-05,5.91983629,-1.08872224,-1,-0.9996516134767791
7.44598961e+04,3.59999884e-01,-7.36519063e-13,3.56005154,5.39619205e-01,-1.84509847,7.15399978e-01,4.49054832e-05,5.92540087,-1.07203890,-1,-0.9996314931516502
7.83314806e+04,3.59999881e-01,-7.05725335e-13,3.55985415,5.33711256e-01,-1.84509847,7.15399974e-01,4.49177883e-05,5.93099348,-1.05527091,-1,-0.9996103297289749
8.24018782e+04,3.59999878e-01,-6.76072019e-13,3.55964200,5.27784080e-01,-1.84509847,7.15399968e-01,4.49336290e-05,5.93660695,-1.03843856,-1,-0.9995880795249911
8.66836309e+04,3.59999875e-01,-6.47519603e-13,3.55941831,5.21847674e-01,-1.84509847,7.15399961e-01,4.49540564e-05,5.94223159,-1.02157069,-1,-0.99956467398078
9.11880056e+04,3.59999872e-01,-6.20283189e-13,3.55919064,5.15919008e-01,-1.84509847,7.15399953e-01,4.49803670e-05,5.94785151,-1.00471335,-1,-0.9995400515075615
9.59238204e+04,3.59999870e-01,-5.94076459e-13,3.55894672,5.09993038e-01,-1.84509847,7.15399941e-01,4.50141466e-05,5.95347194,-9.87853612e-01,-1,-0.9995141639025449
1.00909550e+05,3.59999867e-01,-5.69059298e-13,3.55869451,5.04109943e-01,-1.84509847,7.15399927e-01,4.50576498e-05,5.95905469,-9.71105700e-01,-1,-0.999486910176617
1.06150525e+05,3.59999864e-01,-5.45176913e-13,3.55843557,4.98250564e-01,-1.84509847,7.15399908e-01,4.51131567e-05,5.96461812,-9.54413555e-01,-1,-0.9994582611908707
1.11671634e+05,3.59999861e-01,-5.22458621e-13,3.55816899,4.92460103e-01,-1.84509847,7.15399885e-01,4.51844194e-05,5.97011893,-9.37907235e-01,-1,-0.9994280808955927
1.17477485e+05,3.59999858e-01,-5.00994786e-13,3.55789746,4.86766704e-01,-1.84509847,7.15399855e-01,4.52746309e-05,5.97552989,-9.21672503e-01,-1,-0.9993963441018578
1.23597605e+05,3.59999855e-01,-4.80813280e-13,3.55762872,4.81187919e-01,-1.84509847,7.15399816e-01,4.53894850e-05,5.98083407,-9.05753646e-01,-1,-0.999362889404851
1.30038825e+05,3.59999852e-01,-4.61909309e-13,3.55736022,4.75751502e-01,-1.84509847,7.15399768e-01,4.55335759e-05,5.98600485,-8.90232960e-01,-1,-0.9993276794639586
1.36822687e+05,3.59999849e-01,-4.44261127e-13,3.55708985,4.70496728e-01,-1.84509847,7.15399708e-01,4.57133516e-05,5.99100496,-8.75221472e-01,-1,-0.9992905965231427
1.43979796e+05,3.59999846e-01,-4.27905322e-13,3.55682802,4.65452215e-01,-1.84509847,7.15399634e-01,4.59369745e-05,5.99580741,-8.60802444e-01,-1,-0.9992514732848663
1.51518342e+05,3.59999843e-01,-4.12877372e-13,3.55657580,4.60640525e-01,-1.84509847,7.15399543e-01,4.62102216e-05,6.00039009,-8.47044757e-01,-1,-0.999210264979751
